,company,date,title,content
70,By Investing.com,"<span>Aug 28, 2012 07:36AM ET</span>",Softs - sugar hits fresh 11-week low on Brazil crop progress,
71,By Investing.com,"<span>Aug 28, 2012 06:00AM ET</span>","Grains hold steady as markets monitor Isaac, U.S. crop conditions",
72,By Investing.com,"<span>Aug 28, 2012 05:13AM ET</span>","Copper remains lower after Spain bond sale, eyes on central banks",
73,By Investing.com,"<span>Aug 28, 2012 03:38AM ET</span>","Crude oil little changed as investors monitor Isaac, eyes on Fed",
74,By Investing.com,"<span>Aug 28, 2012 03:21AM ET</span>",Gold futures retreat as markets await central banks,
75,By Investing.com,"<span>Aug 27, 2012 09:33PM ET</span>",Gold drops on hopes for strong U.S. confidence data,
76,By Investing.com,"<span>Aug 27, 2012 08:47PM ET</span>",Crude gains as Tropical Storm Isaac intensifies in Gulf of Mexico,
77,By Investing.com,"<span>Aug 27, 2012 03:45PM ET</span>",Gold futures lower during the U.S. session,
78,By Investing.com,"<span>Aug 27, 2012 03:10PM ET</span>",Natural gas futures lower in U.S. trade,
79,By Investing.com,"<span>Aug 27, 2012 02:47PM ET</span>",Crude drops on hope Tropical Storm Isaac will inflict little rig damage,
80,By Investing.com,"<span>Aug 27, 2012 10:48AM ET</span>",Natural gas futures erase earlier gains; drop to 7-week low,
81,By Investing.com,"<span>Aug 27, 2012 10:04AM ET</span>",Gold futures little changed as markets await central banks,
82,By Investing.com,"<span>Aug 27, 2012 09:10AM ET</span>",Crude oil trims gains as traders monitor Tropical Storm Isaac,
83,By Investing.com,"<span>Aug 27, 2012 08:00AM ET</span>",Softs - sugar bounces off 11-week low with Brazil crop in focus,
84,By Investing.com,"<span>Aug 27, 2012 05:47AM ET</span>",Grains - soybeans hover close to record high; U.S. crop in focus,
85,By Investing.com,"<span>Aug 27, 2012 05:03AM ET</span>",Copper little changed as China gloom counters stimulus hopes,
86,By Investing.com,"<span>Aug 27, 2012 03:38AM ET</span>",Crude oil climbs 1% as Isaac threatens output in Gulf of Mexico,
87,By Investing.com,"<span>Aug 27, 2012 03:25AM ET</span>",Gold futures rally to 4-1/2 month high on Fed easing hopes,
88,By Investing.com,"<span>Aug 26, 2012 09:10PM ET</span>",Gold rises on renewing talk of Federal Reserve stimulus plans,
89,By Investing.com,"<span>Aug 26, 2012 08:37PM ET</span>",Crude gains as Tropical Storm Isaac churns in Gulf of Mexico,
90,By Investing.com,"<span>Aug 26, 2012 10:33AM ET</span>",Natural gas futures - Weekly outlook: August 27 - 31,
91,By Investing.com,"<span>Aug 26, 2012 09:19AM ET</span>",Grain futures - Weekly outlook: August 27 - 31,
92,By Investing.com,"<span>Aug 26, 2012 06:51AM ET</span>",Crude oil futures - Weekly outlook: August 27 - 31,
93,By Investing.com,"<span>Aug 26, 2012 05:49AM ET</span>",Gold futures - Weekly outlook: August 27 - 31,
94,By Investing.com,"<span>Aug 24, 2012 01:35PM ET</span>",Crude gains as Tropical Storm Isaac threatens Gulf of Mexico,
95,By Investing.com,"<span>Aug 24, 2012 12:12PM ET</span>",Gold slips as U.S. durable goods orders dampen Fed stimulus hopes,
96,By Investing.com,"<span>Aug 24, 2012 03:03AM ET</span>",Crude oil drops amid fresh growth concerns,
97,By Investing.com,"<span>Aug 24, 2012 01:25AM ET</span>",Gold futures lower in Asian trade,
98,By Investing.com,"<span>Aug 23, 2012 11:00PM ET</span>",Crude oil futures lower in Asian trading hours,
99,By Investing.com,"<span>Aug 23, 2012 03:15PM ET</span>",Gold extends gains on building expectations for Federal Reserve stimulus,
100,By Investing.com,"<span>Aug 23, 2012 11:04AM ET</span>",Natural gas futures tumble 4% after U.S. supply data,
101,By Investing.com,"<span>Aug 23, 2012 10:10AM ET</span>",Crude oil trims gains as global growth concerns weigh,
102,By Investing.com,"<span>Aug 23, 2012 09:08AM ET</span>",Gold holds gains after U.S. jobless claims data; Fed minutes support,
103,By Investing.com,"<span>Aug 23, 2012 07:57AM ET</span>",Softs - sugar hits 10-week low ahead of Brazil crop update,
104,By Investing.com,"<span>Aug 23, 2012 05:58AM ET</span>",Grains - soy little changed near record high; U.S. crops in focus,
105,By Investing.com,"<span>Aug 23, 2012 05:14AM ET</span>","Copper rallies to 1-month high on U.S., China stimulus talk",
106,By Investing.com,"<span>Aug 23, 2012 04:06AM ET</span>","Crude oil hits 3-1/2-month high on Fed minutes, China easing hopes",
107,By Investing.com,"<span>Aug 23, 2012 03:27AM ET</span>","Gold extends Fed-fuelled rally to 16-week top; firms above USD1,660",
108,By Investing.com,"<span>Aug 22, 2012 09:24PM ET</span>",Gold soars as Federal Reserve says stimulus possible soon,
109,By Investing.com,"<span>Aug 22, 2012 08:46PM ET</span>","Crude gains on accommodative Fed minutes, U.S. supply figures",
110,By Investing.com,"<span>Aug 22, 2012 03:47PM ET</span>",Natural gas spikes higher on storm fears,
111,By Investing.com,"<span>Aug 22, 2012 03:06PM ET</span>",Gold rocked higher by Fed minute powered easing speculation,
112,By Investing.com,"<span>Aug 22, 2012 02:23PM ET</span>",Crude spikes on Fed minutes and falling supplies,
113,By Investing.com,"<span>Aug 22, 2012 10:46AM ET</span>","Crude oil hits session high after U.S. supply data, Fed minutes eyed",
114,By Investing.com,"<span>Aug 22, 2012 10:09AM ET</span>",Natural gas futures rally on storm activity; U.S. supply data in focus,
115,By Investing.com,"<span>Aug 22, 2012 09:14AM ET</span>",Gold futures flat near 3-1/2-month high ahead of Fed FOMC minutes,
116,By Investing.com,"<span>Aug 22, 2012 08:12AM ET</span>",Softs - cotton drops 2% after recent rally; sugar near 2-month low,
117,By Investing.com,"<span>Aug 22, 2012 06:11AM ET</span>","Grains - corn, soy dip on profit taking; U.S. crop tour in focus",
118,By Investing.com,"<span>Aug 22, 2012 05:12AM ET</span>","Copper near 1-month high with Greece talks, Fed minutes in focus",
119,By Investing.com,"<span>Aug 22, 2012 03:43AM ET</span>","Crude oil dips ahead of Greece talks, U.S. supply data eyed",
120,By Investing.com,"<span>Aug 22, 2012 03:27AM ET</span>","Gold steady near 3-1/2-month high ahead of Europe talks, Fed minutes",
121,By Investing.com,"<span>Aug 21, 2012 09:20PM ET</span>",Gold falls amid profit taking ahead of Federal Reserve minutes,
122,By Investing.com,"<span>Aug 21, 2012 08:55PM ET</span>","Crude gains on renewed hopes ECB bond buying, U.S. supply data",
123,By Investing.com,"<span>Aug 21, 2012 04:01PM ET</span>",Natural gas jumps on weak greenback,
124,By Investing.com,"<span>Aug 21, 2012 03:11PM ET</span>","Gold, silver rocket on sharply lower greenback, intervention hopes",
125,By Investing.com,"<span>Aug 21, 2012 02:02PM ET</span>",Crude oil rallies on central bank intervention speculation,
126,By Investing.com,"<span>Aug 21, 2012 10:46AM ET</span>",Natural gas turns lower amid ongoing concerns over ample supply,
127,By Investing.com,"<span>Aug 21, 2012 10:05AM ET</span>",Crude oil rallies to 3-month high amid growing optimism over Europe,
128,By Investing.com,"<span>Aug 21, 2012 09:08AM ET</span>",Gold surges above key resistance to hit 11-week high; silver up 2%,
129,By Investing.com,"<span>Aug 21, 2012 08:05AM ET</span>",Softs - cotton climbs to 7-day high; sugar hovers near 2-month low,
130,By Investing.com,"<span>Aug 21, 2012 06:04AM ET</span>","Grains rally with U.S., Russian crop conditions in focus",
131,By Investing.com,"<span>Aug 21, 2012 05:24AM ET</span>","Copper gains more than 1% on ECB hopes, China stimulus plan",
132,By Investing.com,"<span>Aug 21, 2012 03:41AM ET</span>","Crude oil at 3-month high on EU optimism, U.S. supply data eyed",
133,By Investing.com,"<span>Aug 21, 2012 03:25AM ET</span>","Gold firms above USD1,620 with ECB, Fed minutes in focus",
134,By Investing.com,"<span>Aug 20, 2012 09:39PM ET</span>",Gold trades flat to higher on ECB bond-buying comments,
135,By Investing.com,"<span>Aug 20, 2012 08:53PM ET</span>",Crude dips as ECB quashes hopes for bond buying,
136,By Investing.com,"<span>Aug 20, 2012 04:29PM ET</span>",Natural gas up on storm concerns,
137,By Investing.com,"<span>Aug 20, 2012 03:15PM ET</span>",Falling greenback lifts gold on session,
138,By Investing.com,"<span>Aug 20, 2012 12:40PM ET</span>",Crude oil down as ECB dismisses report,
139,By Investing.com,"<span>Aug 20, 2012 10:29AM ET</span>","Natural gas pushes higher, upside seen limited",
140,By Investing.com,"<span>Aug 20, 2012 09:57AM ET</span>",Crude oil lower as ECB hopes dim,
141,By Investing.com,"<span>Aug 20, 2012 09:23AM ET</span>",Gold pares losses in quiet trade,
142,By Investing.com,"<span>Aug 20, 2012 05:34AM ET</span>",Crude oil edges higher in thin trade,
143,By Investing.com,"<span>Aug 20, 2012 03:38AM ET</span>","Gold inches higher, Fed minutes awaited",
144,By Investing.com,"<span>Aug 19, 2012 08:13PM ET</span>",Gold holds steady on strong U.S. consumer sentiment data,
145,By Investing.com,"<span>Aug 19, 2012 07:46PM ET</span>",Crude extends gains stemming from solid U.S. consumer outlook,
146,By Investing.com,"<span>Aug 19, 2012 10:31AM ET</span>",Natural gas futures - Weekly outlook: August 20 - 24,
147,By Investing.com,"<span>Aug 19, 2012 09:28AM ET</span>",Grain futures - Weekly outlook: August 20 - 24,
148,By Investing.com,"<span>Aug 19, 2012 06:37AM ET</span>",Crude oil futures - Weekly outlook: August 20 - 24,
149,By Investing.com,"<span>Aug 19, 2012 05:38AM ET</span>",Gold futures - Weekly outlook: August 20 - 24,
150,By Investing.com,"<span>Aug 17, 2012 01:46PM ET</span>",Gold dips on strong U.S. consumer sentiment data,
151,By Investing.com,"<span>Aug 17, 2012 12:58PM ET</span>",Crude gains on heels of firming U.S. consumer data,
152,By Investing.com,"<span>Aug 17, 2012 08:49AM ET</span>",Gold higher in pre release trade,
153,By Investing.com,"<span>Aug 17, 2012 07:16AM ET</span>",Profit takers hit crude oil prior to U.S. economic data,
154,By Investing.com,"<span>Aug 17, 2012 02:56AM ET</span>","Crude oil drops, eyes on U.S. data",
155,By Investing.com,"<span>Aug 17, 2012 01:25AM ET</span>",Gold futures higher in Asian trade,
156,By Investing.com,"<span>Aug 16, 2012 11:00PM ET</span>",Crude oil futures higher in Asian trading hours,
157,By Investing.com,"<span>Aug 16, 2012 04:14PM ET</span>",Gas continues lower on supply glut,
158,By Investing.com,"<span>Aug 16, 2012 04:01PM ET</span>",Gold rallies on easing speculation,
159,By Investing.com,"<span>Aug 16, 2012 01:20PM ET</span>",Crude oil soars as weak data triggers easing hopes,
160,By Investing.com,"<span>Aug 16, 2012 10:59AM ET</span>",Natural gas futures fall to 7-week low after U.S. supply data,
161,By Investing.com,"<span>Aug 16, 2012 10:08AM ET</span>",Crude oil swings between gains and losses after Philly Fed data,
162,By Investing.com,"<span>Aug 16, 2012 09:00AM ET</span>","Gold futures turn higher after U.S. jobless, housing data",
163,By Investing.com,"<span>Aug 16, 2012 07:52AM ET</span>","Softs - coffee, sugar futures fall to 7-week lows on easing Brazil fears",
164,By Investing.com,"<span>Aug 16, 2012 05:51AM ET</span>",Grain futures mostly higher ahead of USDA export data,
165,By Investing.com,"<span>Aug 16, 2012 05:14AM ET</span>",Copper futures little changed as investors await stimulus clues,
166,By Investing.com,"<span>Aug 16, 2012 03:45AM ET</span>",Crude oil futures hold near 3-month high with U.S. data in focus,
167,By Investing.com,"<span>Aug 16, 2012 03:22AM ET</span>",Gold edges lower in rangebound trade; stimulus hopes remain,
168,By Investing.com,"<span>Aug 15, 2012 09:25PM ET</span>",Gold gains amid persistent hopes for Fed stimulus measures,
169,By Investing.com,"<span>Aug 15, 2012 08:52PM ET</span>","Crude gains on falling U.S. inventories, solid data",
170,By Investing.com,"<span>Aug 15, 2012 04:11PM ET</span>","Gas plunges on weather forecasts, down over 2.5% on session",
171,By Investing.com,"<span>Aug 15, 2012 03:18PM ET</span>",Gold higher on risk off trade triggered by luke warm data,
172,By Investing.com,"<span>Aug 15, 2012 12:44PM ET</span>",Crude moves higher on inventory report,
173,By Investing.com,"<span>Aug 15, 2012 10:42AM ET</span>",Crude oil futures turn higher after U.S. supply data,
174,By Investing.com,"<span>Aug 15, 2012 10:08AM ET</span>","Natural gas plunges 2.5% with weather, supply data in focus",
175,By Investing.com,"<span>Aug 15, 2012 09:00AM ET</span>",Gold futures retrace losses after U.S. CPI data,
176,By Investing.com,"<span>Aug 15, 2012 07:49AM ET</span>",Softs - sugar comes off 6-week low; cotton gains 1%,
177,By Investing.com,"<span>Aug 15, 2012 05:57AM ET</span>","Grain futures higher with U.S. weather, demand prospects in focus",
178,By Investing.com,"<span>Aug 15, 2012 05:14AM ET</span>",Copper futures edge lower as global growth concerns weigh,
179,By Investing.com,"<span>Aug 15, 2012 03:36AM ET</span>",Crude oil futures retreat ahead of U.S. supply data,
180,By Investing.com,"<span>Aug 15, 2012 03:22AM ET</span>",Gold futures little changed; stimulus expectations in focus,
181,By Investing.com,"<span>Aug 14, 2012 09:07PM ET</span>","Crude falls on supply figures, shrugs off U.S. sales data",
182,By Investing.com,"<span>Aug 14, 2012 08:40PM ET</span>",Gold erases losses after solid U.S. sales dampens stimulus hopes,
183,By Investing.com,"<span>Aug 14, 2012 04:05PM ET</span>",Natural gas spikes on bottom fishing buying,
184,By Investing.com,"<span>Aug 14, 2012 02:40PM ET</span>",Risk on trade triggered by bullish data depresses gold prices,
185,By Investing.com,"<span>Aug 14, 2012 12:25PM ET</span>",Crude rallies as strong U.S. data lifts global growth hopes,
186,By Investing.com,"<span>Aug 14, 2012 10:43AM ET</span>",Natural gas futures pull away from 7-week low on technical buying,
187,By Investing.com,"<span>Aug 14, 2012 09:58AM ET</span>",Crude oil futures extend gains after upbeat U.S. data,
188,By Investing.com,"<span>Aug 14, 2012 09:05AM ET</span>",Gold futures drop sharply following strong U.S. retail sales data,
189,By Investing.com,"<span>Aug 14, 2012 07:53AM ET</span>","Softs - sugar, coffee trade near 6-week low; cotton up 1%",
190,By Investing.com,"<span>Aug 14, 2012 05:59AM ET</span>","Grains - corn, soybeans rebound; U.S. crop conditions in focus",
191,By Investing.com,"<span>Aug 14, 2012 05:33AM ET</span>","Copper holds gains after euro zone GDP, ZEW data; U.S. data eyed",
192,By Investing.com,"<span>Aug 14, 2012 03:43AM ET</span>",Crude oil gains after German GDP beats expectations; U.S. data eyed,
193,By Investing.com,"<span>Aug 14, 2012 03:22AM ET</span>","Gold futures higher ahead of euro zone, U.S. data",
194,By Investing.com,"<span>Aug 13, 2012 09:12PM ET</span>","Gold extends gains on talk of monetary stimulus, erases earlier losses",
195,By Investing.com,"<span>Aug 13, 2012 08:46PM ET</span>",Crude gains as Israeli-Iranian tensions fuel supply concerns,
196,By Investing.com,"<span>Aug 13, 2012 04:08PM ET</span>",Natural gas continues down trending on weather forecasts,
197,By Investing.com,"<span>Aug 13, 2012 03:44PM ET</span>",Crude oil down despite Middle Eastern tension on profit taking,
198,By Investing.com,"<span>Aug 13, 2012 12:43PM ET</span>",Gold slips lower on easing speculation,
199,By Investing.com,"<span>Aug 13, 2012 10:43AM ET</span>","Natural gas trades close to 7-week low; weather, storm activity in focus",
200,By Investing.com,"<span>Aug 13, 2012 10:00AM ET</span>",Gold futures hold steady with stimulus hopes in focus,
201,By Investing.com,"<span>Aug 13, 2012 09:17AM ET</span>",Crude oil futures jump 1% as Israel-Iran fears flare up,
202,By Investing.com,"<span>Aug 13, 2012 07:58AM ET</span>","Softs - sugar, coffee hover near 6-week lows; cotton steady",
203,By Investing.com,"<span>Aug 13, 2012 07:15AM ET</span>","Grains - corn, wheat extend decline in wake of USDA report",
204,By Investing.com,"<span>Aug 13, 2012 04:47AM ET</span>",Copper futures down 1% on global growth concerns,
205,By Investing.com,"<span>Aug 13, 2012 03:38AM ET</span>",Crude oil edges higher as weak growth data fuels stimulus hopes,
206,By Investing.com,"<span>Aug 13, 2012 03:22AM ET</span>","Gold futures hold above USD1,620 on stimulus hopes",
207,By Investing.com,"<span>Aug 12, 2012 09:29PM ET</span>",Crude gains as Israeli-Iranian tensions heat up anew,
208,By Investing.com,"<span>Aug 12, 2012 08:19PM ET</span>","Gold extends gains talk of monetary stimulus, Japan growth data",
209,By Investing.com,"<span>Aug 12, 2012 10:22AM ET</span>",Natural gas futures - Weekly outlook: August 13 - 17,
210,By Investing.com,"<span>Aug 12, 2012 09:20AM ET</span>",Grain futures - Weekly outlook: August 13 - 17,
211,By Investing.com,"<span>Aug 12, 2012 06:43AM ET</span>",Crude oil futures - Weekly outlook: August 13 - 17,
212,By Investing.com,"<span>Aug 12, 2012 05:30AM ET</span>",Gold futures - Weekly outlook: August 13 - 17,
213,By Investing.com,"<span>Aug 10, 2012 01:31PM ET</span>",Gold gains as weak growth data sparks talk of monetary stimulus,
214,By Investing.com,"<span>Aug 10, 2012 01:10PM ET</span>","Crude drops on soft Chinese export data, growth concerns",
215,By Investing.com,"<span>Aug 10, 2012 11:18AM ET</span>","Natural gas continues to plunge on profit taking, forecasts",
216,By Investing.com,"<span>Aug 10, 2012 07:30AM ET</span>",Crude plunges on China's trade balance,
217,By Investing.com,"<span>Aug 10, 2012 02:58AM ET</span>",Crude oil falls on global growth concerns,
218,By Investing.com,"<span>Aug 10, 2012 01:25AM ET</span>",Gold futures lower in Asian trade,
219,By Investing.com,"<span>Aug 09, 2012 11:00PM ET</span>",Crude oil futures lower in Asian trading hours,
220,By Investing.com,"<span>Aug 09, 2012 03:35PM ET</span>","Natural gas hit by profit takers after strong rally, turns lower on day",
221,By Investing.com,"<span>Aug 09, 2012 03:26PM ET</span>",Metals rally despite strong greenback on central bank hopes,
222,By Investing.com,"<span>Aug 09, 2012 02:03PM ET</span>",Crude jumps higher on bullish U.S. economic data,
223,By Investing.com,"<span>Aug 09, 2012 11:11AM ET</span>",Natural gas jumps more than 5% after inventories data,
224,By Investing.com,"<span>Aug 09, 2012 09:59AM ET</span>",Crude oil futures higher after U.S. data,
225,By Investing.com,"<span>Aug 09, 2012 09:15AM ET</span>",Gold remains in tight range after U.S. economic data,
226,By Investing.com,"<span>Aug 09, 2012 04:24AM ET</span>",Crude oil futures slip amid profit taking,
227,By Investing.com,"<span>Aug 09, 2012 03:24AM ET</span>",Gold edges higher on China stimulus hopes,
228,By Investing.com,"<span>Aug 08, 2012 09:10PM ET</span>","Gold rises on talk of monetary stimulus, physical demand weighs down",
229,By Investing.com,"<span>Aug 08, 2012 08:37PM ET</span>",Crude dips on profit-taking as U.S. inventory rally takes breather,
230,By Investing.com,"<span>Aug 08, 2012 04:29PM ET</span>","Natural gas breaks uptrend, prices drop on weather forecasts",
231,By Investing.com,"<span>Aug 08, 2012 04:06PM ET</span>",Gold flat to higher on the heels of bad German numbers,
232,By Investing.com,"<span>Aug 08, 2012 01:28PM ET</span>",Crude oil spikes higher on inventory numbers,
233,By Investing.com,"<span>Aug 08, 2012 10:56AM ET</span>",Crude oil futures hit 3-month high after inventories data,
234,By Investing.com,"<span>Aug 08, 2012 10:11AM ET</span>","Natural gas turns lower, snapping 2 days of gains",
235,By Investing.com,"<span>Aug 08, 2012 09:18AM ET</span>",Gold steady as market sentiment softens,
236,By Investing.com,"<span>Aug 08, 2012 04:27AM ET</span>",Crude oil futures lower ahead of inventories data,
237,By Investing.com,"<span>Aug 08, 2012 03:27AM ET</span>","Gold turns lower, stimulus hopes support",
238,By Investing.com,"<span>Aug 07, 2012 09:32PM ET</span>",Gold slides as dollar regains steam despite talk of monetary easing,
239,By Investing.com,"<span>Aug 07, 2012 08:55PM ET</span>","Crude dips amid profit-taking, relief over Hurricane Ernesto's path",
240,By Investing.com,"<span>Aug 07, 2012 03:56PM ET</span>","Gas spikes higher on demand speculation, bottom fishing",
